Fugl;Fod;Farve;FarveHUN;Næb;Størrelse;Mad
Blåmejse;Kløer;Blå, Gul, Sort;;Næb;Lille;Insekter, Edderkopper, Frø
Blishøne;Kløer;Sort, Hvid;;Næb;Mellem;Vandplanter
Bogfinke;Kløer;Rød, Blå, Sort, Gul;Brun, Hvid, Sort;Næb;Lille;Frø, Insekter, Bog
Fasan;Kløer;Brun, Rød, Blå;;Næb;Stor;Insekter, Smådyr, Plantefrø
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
